sheet,row_index,codigo,nome_cientifico,nome_popular,filo,classe,ordem,familia,genero,especie,localizacao,data_coleta,origem,coletor,taxonomia_id,localidade_id,especie_id,status,error,action
Moraceae M6,741,M6.1,Morus nigra L.,Amora,Antophyta,Magnoliopsida,Rosales,Moraceae,,Morus nigra L.,IFNMG - Januária MG,,,Elane Cristina,,,,,,
Moraceae M6,742,M6.2,Morus nigra L.,Amora,Antophyta,Magnoliopsida,Rosales,Moraceae,,Morus nigra L.,"Av. Amélia Coutinho, Bonito de Minas - MG",,,Adriele,,,,,,
Moraceae M6,743,M6.3,Morus nigra L.,Amora negra,Antophyta,Magnoliopsida,Rosales,Moraceae,,Morus nigra L.,Januária - MG,,,,,,,,,
Moraceae M6,744,M3.4,Morus nigra L.,Amora negra,Antophyta,Magnoliopsida,Rosales,Moraceae,,Morus nigra L.,IFNMG - Januária MG,,,Eduardo Barbosa,,,,,,
Meliaceae M5,745,M5.1,Azadirachta indica,Nim,Anthophyta,Magnoliopsida,Sapindales,Meliaceae,,Azadirachta indica,IFNMG - Januária MG,,Exótica,Juliana,,,,,,
Meliaceae M5,746,M5.2,Azadirachta indica,Nim,Anthophyta,Magnoliopsida,Sapindales,Meliaceae,,Azadirachta indica,IFNMG - Januária MG,,Exótica,"Adriele, Caroline, Lairton, Laires, Hellen, Neila, Willian.",,,,,,
Meliaceae M5,747,M5.3,Azadirachta indica,Nim,Anthophyta,Magnoliopsida,Sapindales,Meliaceae,,Azadirachta indica,IFNMG - Januária MG,,Exótica,Camila Lopo,,,,,,
Meliaceae M5,748,M5.4,Melia azedarach L.,Cidamomo,Anthophyta,Magnoliopsida,Sapindales,Meliaceae,,Melia azedarach L.,Januária - MG,,Naturalizada,Vitória Alves Sales,,,,,,
Meliaceae M5,749,M5.5,Azadirachta indica,Nim,Anthophyta,Magnoliopsida,Sapindales,Meliaceae,,Azadirachta indica,Januária - MG,,Exótica,Juliana Durães,,,,,,
Meliaceae M5,750,M5.6,Azadirachta indica,Nim,Anthophyta,Magnoliopsida,Sapindales,Meliaceae,,Azadirachta indica,IFNMG - Januária MG,,Exótica,Leonardo Rozeno,,,,,,
Meliaceae M5,751,M5.7,Azadirachta indica,Nim,Anthophyta,Magnoliopsida,Sapindales,Meliaceae,,Azadirachta indica,IFNMG - Januária MG,,Exótica,Any Karoline Mota,,,,,,
Meliaceae M5,752,M5.8,Azadirachta indica,Nim,Anthophyta,Magnoliopsida,Sapindales,Meliaceae,,Azadirachta indica,IFNMG - Januária MG,,Exótica,Ketley,,,,,,
Meliaceae M5,753,M5.9,Azadirachta indica,Nim,Anthophyta,Magnoliopsida,Sapindales,Meliaceae,,Azadirachta indica,Januária - MG,,Exótica,Widy,,,,,,
Meliaceae M5,754,M5. 10,Trichilia elegans,Catigua,Anthophyta,Magnoliopsida,Sapindales,Meliaceae,,Trichilia elegans,Last: 15º26'57'' S 44º 24' 41'',,Nativa,Maria Eduarda S. Figueiredo,,,,,,
Molluginaceae M7,755,M7.1,Mollugo verticillata L.,Capim-tapete,Anthophyta,Magnoliopsida,Caryophyllales,Molluginaceae,,Azadirachta indica,IFNMG-Campus Januária,,Nativa,Ana Clara,,,,,,
Nyctagnaceae N1,756,N1.1,Bougainvillea glabra choisy,Bougainvillia,Antophyta,Magnoliopsida,Caryophyllales,Nyctagnaceae,,Bougainvillea glabra choisy,IFNMG - Januária MG,,Nativa,Renata,,,,,,
Nyctagnaceae N1,757,N1.2,Bougainvillea glabra choisy,Bougainvillia,Antophyta,Magnoliopsida,Caryophyllales,Nyctagnaceae,,Bougainvillea glabra,Januária - MG,,Nativa,Ana Clara Ribeiro,,,,,,
Nyctagnaceae N1,758,N1.3,Bougainvillea glabra,Bougainvillia,Antophyta,Magnoliopsida,Caryophyllales,Nyctagnaceae,,Bougainvillea glabra,IFNMG - Januária - MG,,Nativa,Jose Gabriel Fernandes,,,,,,
Nyctagnaceae N1,759,N1.4,Bougainville spectabilis,Primavera,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainville spectabilis,IFNMG - Januária - MG,,Nativa,Larissa Marinho,,,,,,
Nyctagnaceae N1,760,N1.5,Bougainvillea glabra,Juá-francê-vermelha,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainville glabra,Bonito de Minas - MG,,Nativa,"Neila, Caroline, Hellen, Adriele, Laires, Lairton, William.",,,,,,
Nyctagnaceae N1,761,N1.6,Bougainvillea arborea Glaz.,Bugavile,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainvillea arborea Glaz.,IFNMG - Januária - MG,,Nativa,Sara Thaís,,,,,,
Nyctagnaceae N1,762,N1.7,Bougainvillea glabra choisy var.,Primavera,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainvillea glabra,IFNMG - Januária MG,,Nativa,Vitória de Jesus Gonçalves Lima,,,,,,
Nyctagnaceae N1,763,N1.8,Bougainvillea glabra,Três-marias,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainvillea glabra,IFNMG-Januária IFNMG-Januária,,Nativa,José Gabriel Fernandes,,,,,,
Nyctagnaceae N1,764,N1.8,Bougainvillea glabra var.,Primavera,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainvillea glabra var.,IFNMG - Januária MG,,Nativa,Mariane Gonçalves Oliveira,,,,,,
Nyctagnaceae N1,765,N1.9,Mirabilis jalapa,Maravilha,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Mirabilis jalapa,São João da Ponte/MG,,Exótica,Keity Milena,,,,,,
Nyctagnaceae N1,766,N1.10,Bougainvillea glabra,Bugavilias,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainvillea glabra,E.E Caio Martins - Januária - MG,,Nativa,Kammilly Victoria Ferreira Pires,,,,,,
Nyctagnaceae N1,767,N1.11,Bougainvillea arborea Glaz,Bougainvillea,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainvillea arborea Glaz.,IFNMG-Januária,,Nativa,Isadora Viana,,,,,,
Nyctagnaceae N1,768,N1.12,Bougainvillea spectabilis,Primavera,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainvillea spectabilis,São João das Missões - MG,,Nativa,Fábio Luis,,,,,,
Nyctagnaceae N1,769,N1.13,Bougainvillea glabra,Três-marias,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainvillea glabra,IFNMG - Januária MG,,Nativa,João Vitor Ferreira,,,,,,
Nyctagnaceae N1,770,N1.14,Bougainvillea spectabilis,Bougainvillea ou três Marias,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainvillea spectabilis,Bonito de Minas - MG,,Nativa,Islane Reis Rodrigues Silva,,,,,,
Nyctagnaceae N1,771,N1.15,Bougaivillea glabra,Primavera,Antophyta,,Caryophyllales,Nyctaginaceae,,Bougainvillea glabra,"Bom Jardim, Januária - MG",,Nativa,Daniel,,,,,,
Nyctagnaceae N1,772,N1.16,Boerhavia diffusa,pega pinto,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,,IFNMG - campus Januária,,,Eduardo Barbosa,,,,,,
Nyctagnaceae N1,773,N1.17,Bougainville spectabilis,,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainville spectabilis,IFNMG Campus Januária - MG,,,Raiane da Silva Rocha,,,,,,
Nyctagnaceae N1,774,N1.18,Bougainville spectabilis,,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainville spectabilis,IFNMG - Campus Januária MG,,,Vanessa Carvalho,,,,,,
Nyctagnaceae N1,775,N1.19,Bougainville glabra,,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainville glabra,Januária - MG,,,Izaulina Martins,,,,,,
Nyctagnaceae N1,776,N1.20,Bougainville spectabilis,,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Bougainville spectabilis,IFNMG - Januária MG,,,Julia Durães,,,,,,
Nyctagnaceae N1,777,N1.21,Boerhavia hirsuta,,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,Boerhavia hirsuta,IFNMG - Campus Januária MG,,,Ana Clara Alves dee Matos,,,,,,
Nyctagnaceae N1,778,N1.22,Bougainville spectabilis,Primavera roxa,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,spectabilis,Januária MG - Centro,,Nativa,Heryni Francisca Moreira Xavier da Silva,,,,,,
Nyctagnaceae N1,779,N1.23,Bougainville glabra,Primavera,Antophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,,glabra,IFNMG- Campus Januária,,Nativa,Cássio de Assis Pereira,,,,,,
Nyctagnaceae N1,780,N1.24,Bougainville glabra,,,,,,,,IFNMG - Campus Januária,,,Filipe Ferreira,,,,,,
Nyctagnaceae N1,781,N1.25,Boerhavia diffusa,,,,,,,,"Januária -15.484002, -44.371357",,Naturalizada,Levi,,,,,,
Oleaceae O1,782,O1.1,Jasminum officinale,Jasmim,Antophyta,Magnoliopsida,Gentianales,Oleaceae,,Jasminum officinale,"R: Monsenhor J. Camilo, Januária\MG",,,Sara Thaís,,,,,,
Oleaceae O1,783,O1.2,Ligustrum Japonicum,Alecrim do Campo,Antophyta,Magnoliopsida,Gentianales,Oleaceae,,Ligustrum Japonicum,IFNMG - Campus Januária\MG,,,Marlon César Lopes Rodrigues,,,,,,
Onagraceae O2,784,O2.1,Ludwigia affinis (DC.) H. Hara,Cruz de Malta,Antophyta,Magnoliopsida,Myrtales,Onagraceae,,Ludwigia affinis (DC.) H. Hara,Desconhecido,,,Rafaela Alves,,,,,,
Odinaceae O3 ,785,O3.1,Galphimia gracilis,Dourado do Chuveiro,Antophyta,Magnoliopsida,Malpighiales,Odinaceae,,Galphimia gracilis,Vazantão - Bonito de Minas MG,,,Daiane Alves Rodrigues,,,,,,
Ochnaceae O4,786,O4.1,Ochina serrulata,Olho de passarinho,Antophyta,Magnoliopsida,Malpighiales,Ochnaceae,,Ochins serrulata,Bonito de Minas - MG,,,Samara,,,,,,
Oxalidaceae O5,787,O5.1,Oxales triangulares,Azedinha,Antophyta,Magnoliopsida,Oxalidales,Oxalidaceae,,Oxales triangulares,Pedras de Maria da Cruz MG,,,Monique Iraildes,,,,,,
Oxalidaceae O5,788,O5.2,Averrhoa carambola,,,,,,,,"Tábua - Januária (-15º30`12,63`S -44º26`42,23`O)",,,Jefferson Nunes,,,,,,
Oxalidaceae O5,789,O5.3,Averrhoa carambola,,,,,,,,"Tábua - Januária (-15º30`12,63`S -44º26`42,23`O)",,,Jefferson Nunes,,,,,,
Papaveraceae P1,790,P1.1,Argemone mexicana L.,Cardo-santo,Antophyta,Magnoliopsida,Ranunculales,Papoveraceae,,Argemone mexicana L.,"Olhos d'água, Cônego Marinho/Mg",,,Rafaela Alves Araújo,,,,,,
Papaveraceae P1,791,P1.2,Argemone mexicana L.,Cardo-santo,Antophyta,Magnoliopsida,Ranunculales,Papoveraceae,,Argemone mexicana L.,"B. São Miguel, Januária/MG",,,Vitória Soares,,,,,,
Papaveraceae P1,792,P1.3,Argemone mexicana,Cardo-santo,Antophyta,Magnoliopsida,Ranunculales,Papoveraceae,,Argemone mexicana L.,Pedras de Maria da Cruz/MG,,,Élen Pereira,,,,,,
Passifloraceae P2,793,P2.1,Turmera Subulata,"Chanana, Flor - do - guarujá",Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,Turmera Subulata,"Boa Vista, Januária - MG",,Nativa,Mirelle Aléxia,,,,,,
Passifloraceae P2,794,P2.2,Passiflora edulis,Maracujá - amarelo,Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,Passiflora edulis,"Umbuzeiro, Lontra - MG",,Nativa,Gustavo Henrique,,,,,,
Passifloraceae P2,795,P2.3,Passiflora edulis,Maracujá - amarelo,Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,Passiflora edulis,"Faz. Lagoa Nova, Patis - MG",,Nativa,Gabryella R. Gusmão,,,,,,
Passifloraceae P2,796,P2.4,Passiflora cincinnata Mast.,Maracujá da Caatinga,Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,Passiflora cincinnata Mast.,IFNMG - Campus Januária,,Nativa,Camila Lopo,,,,,,
Passifloraceae P2,797,P2.5,Passiflora incarnata,Maracujá,Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,Passiflora incarnata,Januária - MG,,,Juliana Durães,,,,,,
Passifloraceae P2,798,P2.6,Turnera subulata,Boa noite,Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,Turnera subulata,Patis - MG,,Exótica,Ketley,,,,,,
Passifloraceae P2,799,P2.7,Turnera subulata,,Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,Turnera subulata,,,,,,,,,,
Passifloraceae P2,800,P2.8,Turnera subulata,Boa noite,Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,Turnera subulata,Januária MG,,,Nilmara Mendes,,,,,,
Passifloraceae P2,801,P2.9,Turnera subulata S.M,Flor do Guarujá,Antophyta,Magnoliopsida,Malpighiales,Turneraceae,,Turnera subulata J.E.Sm.,"R. Coronel Serrão, Centro - Januária/MG",,,Umberto da Rocha Rodrigues,,,,,,
Passifloraceae P2,802,P2.10,Turnera umifolia L.,Flor do Guarujá,Antophyta,Magnoliopsida,Malpighiales,Turneraceae,,Turnera ulmifolia L.,R. Nossa senhora Aparecida - Lontra/MG,,,Jéssica Mendes da Silva,,,,,,
Passifloraceae P2,803,P2.11,Turnera umifolia L.,Flor do Guarujá,Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,ulmifolia L.,Praça Emilio de Matos - Januária/ MG,,Cultivada,Thâmilly Vieira Gonçalves,,,,,,
Passifloraceae P2,804,P2.12,Turnera subulata,Boa noite,Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,subulata,Januária MG Centro,,Exótica,Heriny Francisca Moreira,,,,,,
Polygonaceae P3 ,805,P3.1,Triplaris americana L.,Pajéu,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris brasiliana,IFNMG\ Januária,,Nativa,Desconhecido,,,,,,
Polygonaceae P3 ,806,P3.2,Antigonon leptopus Hook e Arn.,Agarradinho,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,LeptopusAntigonon leptopus Hook e Arn.,"R:10, N: 25. Januária - MG",,Cultivada,Caroline,,,,,,
Polygonaceae P3 ,807,P3.3,Triplaris americana L.,Pajéu,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris brasiliana,IFNMG\ Januária,,Nativa,Ana Flávia Viana,,,,,,
Polygonaceae P3 ,808,P3.4,Coccoloba uvifera,Uva da praia,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Coccoloba uvifera,Desconhecido,,Cultivada,Desconhecido,,,,,,
Polygonaceae P3 ,809,P3.5,Triplaris gardneriana wedd,Pau de Formiga,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris gardneriana wedd,IFNMG\ Januária,,Nativa,Nathan Borges,,,,,,
Polygonaceae P3 ,810,P3.6,Triplaris gardneriana,Pajéu,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris gardneriana,IFNMG\ Januária,,Nativa,Camila Lopo,,,,,,
Polygonaceae P3 ,811,P3.7,Triplaris gardneriana,Pau Jáu,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris gardneriana,IFNMG\ Januária,,Nativa,Samara,,,,,,
Polygonaceae P3 ,812,P3.8,Triplaris gardneriana wedd,Pajéu,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris gardneriana wedd,IFNMG\ Januária,,Nativa,Arthur Ferreira,,,,,,
Polygonaceae P3 ,813,P3.9,Antigonon leptopus,Amor agarradinho,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Antigonon leptopus,Pedras de Mª da Cruz\ MG,,,Natannia Oliveira de Souza,,,,,,
Polygonaceae P3 ,814,P3.10,Triplaris gardneriana wedd,Formigueiro,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris gardneriana wedd,"Clube Jussara, Januária\MG",,,Marlon César,,,,,,
Polygonaceae P3 ,815,P3.11,Antigonon leptopus,Amor agarradinho,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Antigonon leptopus,"Barreiro, Januária\MG",,,Moser Carvalho,,,,,,
Polygonaceae P3 ,816,P3.12,Triplaris gardneriana,Pajéu,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris gardneriana,Fazenda Lagoa Nova. Patins\MG,,,Gabryella Rocha,,,,,,
Polygonaceae P3 ,817,P3.13,Antigonon leptopus,Amor agarradinho,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Antigonon leptopus,Januária - MG,,,Lauane Caroline,,,,,,
Polygonaceae P3 ,818,P3.14,Triplaris gardneriana,Pau - Jaú,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris gardneriana,IFNMG - Campus Januária MG,,,Maria Salete R de Oliveira,,,,,,
Polygonaceae P3 ,819,P3.15,Triplaris gardneriana,Pau Jaú,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris gardneriana,Cruz dos Araújos - MG,,,Nilmara Mendes,,,,,,
Polygonaceae P3 ,820,P3.16,Triplaris gardneriana,Pau Jau,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris gardneriana,Riacho da Cruz - Januária MG,,,,,,,,,
Polygonaceae P3 ,821,P3.17,Securidaca rivinifolia,Sussurando,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Securidaca rivinifolia,15º 17' 23'' S 44º 49' 20'' W,,Nativa,Tulio Rozeno Neves,,,,,,
Polygonaceae P3 ,822,P3.18,Triplaris gardneriana,Pau-Jaú,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,gardneriana,IFNMG- Campus Januária,,Nativa,Nivia Alves da Silva,,,,,,
Polygonaceae P3 ,823,P3.19,Triplaris gardneriana,Pajeú,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,gardneriana,IFNMG-Januária,,Nativa,Samuel Amorim,,,,,,
Polygonaceae P3 ,824,P3.20,Triplaris gardneriana,Pau-Jaú,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,gardneriana,-15º 36'72.8'' -44º 26' 47'',,Nativa,Kaio Rodrigues da Silva,,,,,,
Polygonaceae P3 ,825,P3.21,Triplaris americana L.,Pau de Formiga,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,americana L.,IFNMG Campus Januária-MG,,Nativa,Cássio de Assis,,,,,,
Polygonaceae P3 ,826,P3.22,Triplaris americana L.,Pau de Formiga,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,americana L.,"15.341228 -44,627212",,Nativa,Gisele Lopes Carneiro,,,,,,
Polygonaceae P3 ,827,P3.23,Triplaris americana L.,,,,,,,,Fazenda Sitio-Brejo do Amparo (-15º 360 812 -44º36716),,,Levi,,,,,,
Poaceae P4,828,P4.1,Sorghum bicolor,Sorgo,Antophyta,Liliopsida,Poales,Poaceae,,Bicolor,IFNMG - Campus Januária MG,,Naturalizada,Erika Mota,,,,,,
Poaceae P4,829,P4.2,Cenchrus echinatus,Campim Roseta,Antophyta,Liliopsida,Poales,Poaceae,,Echinatus,IFNMG - Campus Januária MG,,Nativa,Renata Almeida,,,,,,
Poaceae P4,830,P4.3,Cenchrus americanus,Milhete,Antophyta,Liliopsida,Poales,Poaceae,,Americanus,IFNMG - Campus Januária MG,,Naturalizada,João Vitor Marçal,,,,,,
Poaceae P4,831,P4.4,Cenchrus echinatus L.,Capim Carrapicho,Antophyta,Liliopsida,Poales,Poaceae,,Echinatus,IFNMG - Campus Januária MG,,Nativa,Ana Flávia Viana,,,,,,
Poaceae P4,832,P4.5,Sorghum bicolor,Sorgo,Antophyta,Liliopsida,Poales,Poaceae,,Americanus,IFNMG - Campus Januária MG,,Naturalizada,Gabriel Cardoso,,,,,,
Poaceae P4,833,P4.6,Cenchrus echinatus L.,Capim Carrapicho,Antophyta,Liliopsida,Poales,Poaceae,,Echinatus,IFNMG - Campus Januária MG,,Nativa,Igor Francisco,,,,,,
Poaceae P4,834,P4.7,Lasiacis maculata,Desconhecido,Antophyta,Liliopsida,Poales,Poaceae,,Lasiacis maculada,"Barreiro, Januária - MG",,Não encontrado,Moser Carvalho,,,,,,
Poaceae P4,835,P4.8,Triticum aestivum,Triticum,Antophyta,,,Poaceae,,,Januária - MG,,,Juliana Durães,,,,,,
Poaceae P4,836,P4.9,Sorghum bicolor,Sorgo,Antophyta,Liliopsida,Poales,Poaceae,,Bicolor,IFNMG - campus Januária,,Naturalizada,Ícaro Rodrigues,,,,,,
Poaceae P4,837,P4.10,Pennisetum purpureum,Capim Elefante,Antophyta,Liliopsida,Poales,Poaceae,,Purpureum,Pandeiros - Januária/MG,,Naturalizada,Geiciele da Silva,,,,,,
Poaceae P4,838,P4.11,Triticum aestivum,Trigo,Antophyta,Liliopsida,Poales,Poaceae,,Triticum aestivum,IFNMG - campus Januária,,Cultivada,Junior,,,,,,
Poaceae P4,839,P4.12,Paspalum dilatatum,Capim melado,Antophyta,Liliopsida,Poales,Poaceae,,Paspalum dilatatum,Januaria - MG,,,Maria Claudia Ferreira Cabral,,,,,,
Poaceae P4,840,P4.13,Zea mays,Milho,Antophyta,Liliopsida,Poales,Poaceae,,Zea mays,Pedras de Maria da Cruz - MG,,,Vanessa Carvalho,,,,,,
Poaceae P4,841,P4.14,Cenchrus echinatus L.,Capim Carrapicho,Antophyta,Liliopsida,Poales,Poaceae,,Echinatus,Área do laboratório de interações biológicas - IFNMG Campus Januária - MG,,Nativa,Tiago de Souza Rodrigues,,,,,,
Poaceae P4,842,P4.15,Cenchrus echinatus L.,Capim Carrapicho,Antophyta,Liliopsida,Poales,Poaceae,,Echinatus,"15°27'05""S 44°21'57""W 476m",,Nativa,Wellerson Nunes,,,,,,
Poaceae P4,843,P4.16,Cenchrus echinatus,Carrapicho,Antophyta,Liliopsida,Poales,Poaceae,,Echinatus,15°29'05''S 44°29'57''W 476m,,Nativa,Ernando Santos de Oliveira,,,,,,
Poaceae P4,844,P4.17,Digitaria insularis L.,Capim-amargoso,Antophyta,Liliopsida,Poales,Poaceae,,insularis,Desconhecido,,Naturalizada,Paula Vitória Santos Peckmim,,,,,,
Poaceae P4,845,P4.18,Cenchrus echinatus L.,Capim carrapicho,Antophyta,Liliopsida,Poales,Poaceae,,echinatus,IFNMG (horta de Grandes Culturas ) - Campus Januária,,Nativa,Gustavo Brito,,,,,,
Poaceae P4,846,P4.19,Cenchrus echinatus,Capim carrapicho,Antophyta,Liliopsida,Poales,Poaceae,,echinatus,LAT.S: 15º 27' 4'' LONG.O: 44º 22'16'',,Nativa,Tiago Emanoel de Castro Sales,,,,,,
Phytolaccaceae P5,847,P5.1,Petiveria tetandra,Guine,Antophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,,Petiveria tetandra,Itacarambi - MG,,,Mariane Gonçalves,,,,,,
Phytolaccaceae P5,848,P5.2,Petiveria Alliaceae L.,"Petiveria, amansa-senhor",Antophyta,Magnoliopsida,Caryophyllales,Petiveriaceae,,Petiveria Alliaceae L.,Itacaranbi-MG,,Exótica,Rafaela Alves Araújo,,,,,,
Phytolaccaceae P5,849,mudar na excicata,já foi mudada,,,,,,,,,,,,,,,,,
Petiveriaceae P6,850,P6.1,Petiveria Alliaceae L.,"Petiveria, amansa-senhor",Antophyta,Magnoliopsida,Caryophyllales,Petiveriaceae,,Petiveria Alliaceae L.,Itacaranbi-MG,,Exótica,Rafaela Alves Araújo,,,,,,
Plumbignaceae P6,851,P6.1,Plumbago auriculata,Bela Emília,Antophyta,Magnolipsida,Caryophyllales,Plumbaginageae,,Plumbago auriculata,-,,-,Marcos Ramos,,,,,,
Portulacaceae P7,852,P7.1,Portulaca grandiflora,Onze Horas,Antophyta,Magnoliopsida,Caryophyllales,Portulacaceae,,Portulaca grandiflora,Pedras de Maria da Cruz - MG,,,Monique Iraildes,,,,,,
Rosaceae R1,853,R1.1,Rosa multiflora thunb,Rosa silvestre,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa multiflora thunb,Desconhecido,,Cultivada,Desconhecido,,,,,,
Rosaceae R1,854,R1.2,Rosa odorata,Mini rosa,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa odorata,R. Maria Clementina de Oliveira N 80.,,Cultivada,Leticia Porto Mesquita,,,,,,
Rosaceae R1,855,R1.3,Rosa chinesis Jacq.,Rosa,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa chinesis Jacq.,Desconhecido,,Cultivada,Paula Farias,,,,,,
Rosaceae R1,856,R1.4,Rosa gallica,Rosa,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa gallica,IFNMG-Januária,,Cultivada,Andreza Coutinho e Mariane,,,,,,
Rosaceae R1,857,R1.5,Rosa gallica L.,Rosa vermelha,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa gallica L.,"R. Emília Magalhães, Cônego Marinho/MG",,Cultivada,"Adriele, Caroline, Hellen, Laires, Lairton, Neila, Willian,",,,,,,
Rosaceae R1,858,R1.6,Rosa chinesis,Rosa,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa chinesis,Pedras de Maria da Cruz/MG,,Cultivada,Natannia Oliveira de Souza,,,,,,
Rosaceae R1,859,R1.7,Rosa chineses,Mini Rosa,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa chineses L.,Faz. Lagoa Nova - Patis/MG,,Cultivada,Gabriella Rocha Gusmão,,,,,,
Rosaceae R1,860,R1.8,Rosa odorata,Mini Rosa,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa odorata,Raizama,,Cultivada,Juliana Pacheco,,,,,,
Rosaceae R1,861,R1.9,Rosa odorata,Mini Rosa,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa odorata,IFNMG-Januária,,Cultivada,Dayane Nunes Pereira,,,,,,
Rosaceae R1,862,R1.10,Rosa gallica L.,Rosa,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa gallica L.,IFNMG-Januária \MG,,Cultivada,Vitória Soares,,,,,,
Rosaceae R1,863,R1.11,Fragaria vesca L.,Morango,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Vesca,Pandeiros - Januária/MG,,Cultivada,Geiciele da Silva Borges,,,,,,
Rosaceae R1,864,R1.12,Malus domestica,Maçã,Antophyta,Magnoliopsida,Rosales,Rosaceae,,domestica,IFNMG - campus Januária,,Cultivada,Avilson,,,,,,
Rosaceae R1,865,R1.13,Pyrus malus L. (Sinonimo de Malus),Maça,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Pyrus malus L.,Januária - MG,,Cultivada,Flávia Lisboa,,,,,,
Rosaceae R1,866,R1.15,Rosa chinesis Jacq.,Rosa,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Rosa chinesis Jacq.,Itacarambi - MG,,Cultivada,Milene,,,,,,
Rubiaceae R2,867,R2.1,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária MG MG,,Cultivada,Sara Tais,,,,,,
Rubiaceae R2,868,R2.2,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária MG,,Cultivada,Jéssica,,,,,,
