sheet,row_index,codigo,nome_cientifico,nome_popular,filo,classe,ordem,familia,genero,especie,localizacao,data_coleta,origem,coletor,taxonomia_id,localidade_id,especie_id,status,error,action
FRUTOS,1,FR.1,Punica granatum,Romã,Antophyta,Magnoliopsida,Myrtales,Lythraceae,,Punica granatum L.,"R. Emilia Magalhaes, Conego Marinho - MG",,Cultivada,Lairton,,,,,,
FRUTOS,2,FR.2,Bixa orellana,Urucum,Antophyta,Magnoliopsida,Malvales,Bixaceae,,Bixa orellana L.,"R. Emilia Magalhaes, Conego Marinho - MG",,Nativa,Adriele,,,,,,
FRUTOS,3,FR.3,Hymeneas courbaril,Jatobá,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Hymenaea courbaril L.,Juvenilha - MG,,Nativa,Camila Lopo,,,,,,
FRUTOS,4,FR.4,Gossypium hirsutum,Algodoeiro,Antophyta,Magnoliopsida,Malvales,Malvaceae,,Gossypium hirsutum,Januária - MG,,Naturalizada,Hellem,,,,,,
FRUTOS,5,FR.5,Copaifera langsdorffii,Copaiba,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Copaifera langsdorffii,Bonito de Minas - MG,,Nativa,Arthur Ferreira,,,,,,
FRUTOS,6,FR.6,Allagoptera arenaria,Guriri,Antophyta,Magnoliopsida,Arecales,Arecaceae,,Allagoptera arenaria,Zona rural de Januária - MG,,Nativa,Vitória Alves Sales,,,,,,
FRUTOS,7,FR.7,Senna rugosa,Casiruba,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Senna rugosa,Bonito de Minas - MG,,Nativa,Camila Lopo,,,,,,
FRUTOS,8,FR.8,Caryocar brasiliense,Pequi,Antophyta,Magnoliopsida,Malpighiales,Caryocaraceae,,Caryocar brasiliense,Bonito de Minas - MG,,Nativa,Camila Lopo,,,,,,
FRUTOS,9,FR.9,Duguetia furfuraceae,Pinha-do-guara,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Duguetia furfuracea,Zona rural de Januária - MG,,Nativa,Vitória Alves Sales,,,,,,
FRUTOS,10,FR.10,Psidium guajara,Goiaba,Antophyta,Magnoliopsida,Myrtales,Myrtaceae,,Psidium guajara L,"R. Asterio F. Chaves, 33 - Januaria MG",,Naturalizada,Caroline,,,,,,
FRUTOS,11,FR.11,Malpighia emarginata,Acerola,Antophyta,Magnoliopsida,Malpighiales,Malpighiaceae,,Malpighia emarginata,"R. Asterio F. Chaves, 33 - Januaria MG",,Cultivada,Caroline,,,,,,
FRUTOS,12,FR.12,Sapindus saponaria,Saboneteira,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Sapindus saponaria,IFNMG - Campus Januária,,Nativa,Higor Amauri,,,,,,
FRUTOS,13,FR.13,Magonia pubescens,Tingiubola,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Magonia pubescens,Bonito de Minas - MG,,Nativa,Camila Lopo,,,,,,
FRUTOS,14,FR.14,Passiflora cincinnata,Maracujá-do-mato,Antophyta,Magnoliopsida,Malpighiales,Passifloraceae,,Passiflora cincinnata,IFNMG - Campus Januária,,Nativa,Camila Lopo,,,,,,
FRUTOS,15,FR.15,Citrus Limomum,Limão,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Citrus Limonum,Itacarambi - MG,,Cultivada,Lucas Monteiro,,,,,,
FRUTOS,16,FR.16,Annona squamosa,Pinha,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona squamosa,"R. Emilia Magalhaes, Conego Marinho - MG",,Cultivada,Adriele,,,,,,
FRUTOS,17,FR.17,Annona squamosa,Pinha,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona squamosa,IFNMG - Campus Januária,,Cultivada,Camila Lopo,,,,,,
FRUTOS,18,FR.18,Enterolobium contortisiliquun,Tamboril,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Enterolobium contortisiliquun,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,19,FR.19,Bidens pilosa var. minor,Picão Preto,Antophyta,Magnoliopsida,Asterales,Asteraceae,,Bidens pilosa var. minor,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,20,FR.20,Triplaris americana,Pau Formiga,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris americana,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,21,FR. 21,Zea mays,Milho,Antophyta,Magnoliopsida,Poales,Poaceae,,Zea mays L,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,22,FR.22,Helianthus annus,Girassol,Antophyta,Magnoliopsida,Asterales,Asteraceae,,Helianthus annus L,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,23,FR.23,Tipuana tipu,Tipuana,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Tipuana tipu (Benth.) Kuntze,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,24,FR.24,Triplaris americana L.,Pau Formiga,Antophyta,Magnoliopsida,Caryophyllales,Polygonaceae,,Triplaris americana L.,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,25,FR.25,Tipuana tipu,Tipuana,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Tipuana tipu (Benth.) Kuntze,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,26,FR.26,Cedrela fissilis,Cedro Vermelho,Antophyta,Magnoliopsida,Sapindales,Meliaceae,,Cedrela fissilis,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,27,FR.27,Anacardium occidentale L.,Caju,Antophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale L.,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,28,FR.28,Handroanthus albuns,Ipê - amarelo,Antophyta,Magnoliopsida,Lamiales,Bignoniaceae,,Handroanthus albus (Cham.) Mattos,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,29,FR.29,Arachis hypogaea L.,Amendoim,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Arachis hypogaea L.,Desconhecido,,Naturalizada,Desconhecido,,,,,,
FRUTOS,30,FR.30,Bixa orellana,Urucum,Antophyta,Magnoliopsida,Malvales,Bixaceae,,Bixa orellana L.,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,31,FR.31,Senna siamea,Jucá,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Senna siamea (Lam.),Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,32,FR.32,Asclepias curassavica L.,Pepino de Seda,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,Asclepias curassavica L.,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,33,FR.33,Schizolobium parahyba,Guapuruvu,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Schizolobium parahyba (Vell.),Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,34,FR.34,Hymenaea courbaril,Jatobá,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Hymenaea courbaril var. stilbocarpa,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,35,FR.35,Tipuana tipu,Tipuana,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Tipuana tipu,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,36,FR.36,Cedrela odorata L.,Cedro Cheiroso,Antophyta,Magnoliopsida,Sapindales,Meliaceae,,Cedrela odorata L.,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,37,FR.37,Helianthus annus,Girassol,Antophyta,Magnoliopsida,Asterales,Asteraceae,,Helianthus annuus L,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,38,FR.38,Albizia julibrissin,Albizía,Antophyta,Magnoliopsida,Fabales,Fabaceae,,Albizia julibrissin Durazz.,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,39,FR.39,Ricinus communis,Mamoma,Antophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,,Ricinus communis L,Desconhecido,,Naturalizada,Desconhecido,,,,,,
FRUTOS,40,FR.40,Bixa orellana,Urucum,Antophyta,Magnoliopsida,Malvales,Bixaceae,,Bixa orellana L.,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,41,FR.41,Morus nigra,Amora,Antophyta,Magnoliopsida,Rosales,Moraceae,,Morus nigra L,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,42,FR.42,Cucurbita pepo,Abobora,Antophyta,Magnoliopsida,Curcubitales,Cucurbitaceae,,Cucurbita pepo L,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,43,FR.43,Malus domestica,Maça,Antophyta,Magnoliopsida,Rosales,Rosaceae,,Malus domestica Borkh.,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,44,FR.44,Ananas comosus,Abacaxi,Antophyta,Liliopsida,Poales,Bromeliaceae,,Ananas comosus,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,45,FR.45,Ricinus communis,Mamoma,Antophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,,Ricinus communis,Desconhecido,,Nativa,"Flávia, Juliana, Sara",,,,,,
FRUTOS,46,FR. 46,Annona squamosa,Pinha,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona squamosa,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,47,FR. 47,Malpighia emarginata,Acerola,Antophyta,Magnoliopsida,Malpighiales,Malpighiaceae,,Malpighia emarginata,Desconhecido,,Cultivada,"Flávia, Juliana, Sara",,,,,,
FRUTOS,48,FR.48,Annona cherimola,Atemoia,Antophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona cherimola,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,49,FR. 49,Carica papaya,Mamão,Antophyta,Magnoliopsida,Brassicales,Caricaceae,,Carica papaya,Desconhecido,,Naturalizada,Desconhecido,,,,,,
FRUTOS,51,FR.50,Hymenaea courbaril,Jatobá,Antophyta,Magnoliopsida,Fabales,Fabaceae,,courbaril var. stilbocarpa,Desconhecido,,Nativa,"Ana Luisa, Gisele e Cyrus",,,,,,
FRUTOS,52,FR.51,Jatropha gossypiifolia,Pinhão-roxo,Antophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,,gossypiifolia,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,53,FR.52,Talisia esculenta,Pitomba,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,esculenta,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,54,FR.53,Hymenaea courbaril,Jatobá,Antophyta,Magnoliopsida,Fabales,Fabaceae,,courbaril var. stilbocarpa,Desconhecido,,Nativa,Leví,,,,,,
FRUTOS,55,FR.54,Genipa americana,Jenipapo,Antophyta,Magnoliopsida,Gentianales,Rubiaceae,,americana,"15°27'11,4""S e 44°22'13,1""W",,Nativa,Andreza Coutinho,,,,,,
FRUTOS,56,FR.55,Enterolobium contortisiliquum,Tamboril,Antophyta,Magnoliopsida,Fabales,Fabaceae,,contortisiliquum,Pedras de Maria da Cruz-MG,,Nativa,Samuel Amorim,,,,,,
FRUTOS,57,FR.56,Libidibia ferrea,Pau ferro,Antophyta,Magnoliopsida,Fabales,Fabaceae,,ferrea,IFNMG - Campus Januária,,Nativa,Laressa Gomes,,,,,,
FRUTOS,58,FR.57,Gossipium hirsutum,Algodão,Antophyta,Magnoliopsida,Malvales,Malvaceae,,hirsutum,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,59,FR.58,Manihot esculenta,Mandioca,Antophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,,esculenta,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,60,FR.59,Duranta repens,Pingo de ouro,Antophyta,Magnoliopsida,Lamiales,Verbenaceae,,repens,"15º28'25,3''S 44º21'52,3''W",,Nativa,Laressa Gomes,,,,,,
FRUTOS,61,FR.60,Pachira glabra,Castanha do Maranhão,Antophyta,Magnoliopsida,Malvales,Malvaceae,,glabra,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,62,FR.61,Zeyheria tuberculosa,Ipê Felpudo,Antophyta,Magnoliopsida,Lamiales,Bignoniaceae,,tuberculosa,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,63,FR.62,Allamanda cathartica,Allamanda,Antophyta,Magnoliopsida,Gentianales,Apocynaceae,,cathartica,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,64,FR.63,Mauritia flexuosa,Buriti,Antophyta,Liliopsida,Arecales,Arecaceae,,flexuosa,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,65,FR.64,Eugenia uniflora,Pitanga,Antophyta,Magnoliopsida,Myrtales,Myrtaceae,,uniflora,Desconhecido,,nativa,Desconhecido,,,,,,
FRUTOS,66,FR.65,Bixa orellana,Urucum,Antophyta,Magnoliopsida,Malvales,Bixaceae,,orellana,Desconhecido,,nativa,Desconhecido,,,,,,
FRUTOS,67,FR.66,Hymenaea courbaril,Jatobá,Antophyta,Magnoliopsida,Fabales,Fabaceae,,courbaril,Desconhecido,,nativa,Desconhecido,,,,,,
FRUTOS,68,FR.67,Hymenaea courbaril,Jatobá,Antophyta,Magnoliopsida,Fabales,Fabaceae,,courbaril,Desconhecido,,nativa,Desconhecido,,,,,,
FRUTOS,69,FR.68,Malpighia glabra L.,Acerola,Antophyta,Magnoliopsida,Malpighiales,Malpighiaceae,,glabra,Desconhecido,,Cultivada,Desconhecido,,,,,,
FRUTOS,70,FR.69,Magonia pubescens,Tingui,,,,,,,Desconhecido,,Nativa,Desconhecido,,,,,,
FRUTOS,71,FR. 70,Jacaranda mimosifolia,Jacarandá Mimoso,,,,,,,Desconhecido,,,"Ana Luisa, Gisele e Cyrus",,,,,,
FRUTOS,72,FR. 71,Magonia pubescens,Tingui,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,73,FR. 72,Magonia pubescens,Tingui,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,74,FR. 73,Attalea speciosa,Coco Babaçu,,,,,,,"-15.458262, -44.357786",,,"Cyrus, Ana Luiza e Gisele",,,,,,
FRUTOS,75,FR.74,Anandenanthera colubrina,Angico branco,,,,,,,"15.360915, -44.613634",,,"Ana Luiza, Cyrus e Gisele",,,,,,
FRUTOS,76,FR. 75,Anacardium occidentale L.,Caju,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,77,FR. 76,Bixa orellana,Urucum,,,,,,,IFNMG- Campus Januária,,,Samuel Amorim,,,,,,
FRUTOS,78,FR. 77,Andira Fraxinifolia,Angelim Doce,,,,,,,Bonito de Minas - MG,,,Alteone Ribeiro,,,,,,
FRUTOS,79,FR. 78,Jacaranda mimosifolia,Jacarandá Mimoso,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,80,FR. 79,Doguetia Furfuracea,Pinha Brava,,,,,,,Bonito de Minas - MG,,,Alteone Barbosa,,,,,,
FRUTOS,81,FR. 80,Libidibia ferrea,,,,,,,,,,,,,,,,,
FRUTOS,82,FR. 81,Sarcomphalus joazeiro,Juá-Branco,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,83,FR. 82,Guazuma ulmifolia,Mutamba,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,84,FR. 83,Annona squamosa,Pinha,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,85,FR. 84,Caryocar brasiliense,Pequi,,,,,,,"-15.4922718, -44.7548830",,,"Cyrus Pereira Araújo, Ana Luisa e Gisele",,,,,,
FRUTOS,86,FR. 85,Annona muricata L.,Graviola,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,87,FR. 86,Spondias dulcis,Cajá manga,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,88,FR. 87,Averrhoa carambola,Carambola,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,89,FR. 88,Libidibia ferrea,Jucá,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,90,FR. 99,Genipa americana,Jenipapo,,,,,,,Desconhecido,,,Desconhecido,,,,,,
FRUTOS,91,FR. 100,Solanum americanum,Maria Peba,,,,,,,,,,,,,,,,
Anacardiaceae A1,92,A1.1,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Bonito de Minas,,Nativa,Juliana,,,,,,
Anacardiaceae A1,93,A1.2,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale.,IFNMG - Campus Januária,,Nativa,Nathan Borges,,,,,,
Anacardiaceae A1,94,A1.3,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Brejo do amparo - MG,,Nativa,Lana Centny Alves Santos,,,,,,
Anacardiaceae A1,95,A1.4,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,IFNMG - Januária MG,,Nativa,Yana Santos Silva,,,,,,
Anacardiaceae A1,96,A1.5,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Juvenília - MG,,Nativa,Camila Lopo,,,,,,
Anacardiaceae A1,97,A1.6,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale L.,IFNMG - Campus Januária,,Nativa,Ana Flávia,,,,,,
Anacardiaceae A1,98,A1.7,Mangifera indica,Manga,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Mangifera indica,IFNMG - Januária MG,,Naturalizada,Higor Anauri,,,,,,
Anacardiaceae A1,99,A1.8,Mangifera indica L.,Manga,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Mangifera indica L.,Cônego Marinho - MG,,Naturalizada,"Adriele, Caroline, Laires, Lairton, Hellen, Neila, William.",,,,,,
Anacardiaceae A1,100,A1.9,Anacardium humile,Cajuzinho do cerrado,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium humile,"Zona Rural - Km 18, Januária MG.",,Nativa,Vitoria Alves Sales,,,,,,
Anacardiaceae A1,101,A1.10,Spodias purpurea,Ciriguela,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Spodias purpurea,IFNMG - Campus Januária MG,,Naturalizada,Alane Cristina de Sousa Campos,,,,,,
Anacardiaceae A1,102,A1.11,Mangifera indica,Mangueira,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Mangifera indica,IFNMG - Januária-MG,,Naturalizada,Brenda,,,,,,
Anacardiaceae A1,103,A1.12,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,"Riacho da cruz, Januária - MG",,Nativa,Milena Nery Santos,,,,,,
Anacardiaceae A1,104,A1.13,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Januária - MG,,Nativa,Beatriz Ribeiro,,,,,,
Anacardiaceae A1,105,A1.14,Mangifera indica,Mangueira,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Mangifera indica L.,"Bom Jardim, Januária - MG",,Naturalizada,Daniel,,,,,,
Anacardiaceae A1,106,A1.15,Mangifera indica,Mangueira,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Mangifera indica L.,IFNMG - Campus Januária MG,,Naturalizada,Leonardo Pazeno,,,,,,
Anacardiaceae A1,107,A1.16,Anacardium occidentale L.,cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Fazenda conceição - Riacho da Cruz - Januária - MG,,Nativa,Maria Salete R. de Oliveira,,,,,,
Anacardiaceae A1,108,A1.17,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Januária - MG,,Nativa,Nilmara Mendes,,,,,,
Anacardiaceae A1,109,A1.18,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Januária - MG,,Nativa,Tauana,,,,,,
Anacardiaceae A1,110,A1.19,Schinus terebinthifolia,Aroeira,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Schinus terebinthifolia,Riaho da Cruz - Januaria MG,,Nativa,Maria Clara Ferreira Cabral,,,,,,
Anacardiaceae A1,111,A1.20,Anacardium occidentale L.,Caju,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,IFNMG - Campus Januária,,Nativa,Ana Alice,,,,,,
Anacardiaceae A1,112,A1.21,Anacardium occidentale L.,Caju,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Desconhecido,,Nativa,Anny Karoline Mota,,,,,,
Anacardiaceae A1,114,A1.22,Anacardium occidentale L.,Caju,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,15º 26' 49'' S 44º 22' 06'' W,,Nativa,Samuel Rodrigues dos Santos,,,,,,
Anacardiaceae A1,115,A1.23,Anacardium occidentale L.,Caju,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Ao lado do refeitório entrada do setor de olericultura IFNMG - Campus Januária 15º 26' 57.43'' S 44º 22' 0.62'' O,,Nativa,Tiago de Souza Rodrigues,,,,,,
Anacardiaceae A1,116,A1.24,Anacardium occidentale L.,Caju,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,15º 20' 49.50'' S 44º 22' 03.14'' W 483 m,,Nativa,Maria Eduarda Santana Figueiredo,,,,,,
Anacardiaceae A1,117,A1.25,Schinus terebinthifolia,Aroeira,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,terebinthifolia,"15°29'14.052''S 44°14'48,804''W",,Nativa,Ana Maria da Silva Andrade,,,,,,
Anacardiaceae A1,118,A1.26,Anacardium occidentale L.,Caju,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,IFNMG-Campus Januária,,Nativa,Nivia Alves da Silva,,,,,,
Anacardiaceae A1,119,A1.27,Anacardium occidentale L.,Caju,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,occidentale L.,"15º20'9,144""S 44º14'47,298""W",,Nativa,Ana Maria da Silva Andrade,,,,,,
Anacardiaceae A1,120,A1.28,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,occidentale L.,Brejo Itacarambi-MG,,Nativa,Cássio de Assis Pereira,,,,,,
Anacardiaceae A1,121,A1.29,Schinus terebinthifolia,Aroeira,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,terebinthifolia,Zona Rural- Formosa,,Nativa,Desconhecido,,,,,,
Anacardiaceae A1,122,A1.30,Anacardium occidentale L.,Caju,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Zona Rural- Sitio Novo/Umburana,,Nativa,Karina Figueredo,,,,,,
Anacardiaceae A1,123,A1.31,Spondias bahiensis,Umbu-cajá/Cajá-umbu/Cajá-umbuzeiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,bahiensis,Zona Rural- Formosa,,Nativa,Desconhecido,,,,,,
Anacardiaceae A1,124,A1. 32,Anacardium occidentale L.,Cajú,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,"15,346597 -44,625043",,Nativa,Gisele Lopes Carneiro,,,,,,
Anacardiaceae A1,125,A1.33,Anacardium occidentale L.,Cajú,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,Anacardium occidentale,Tábua (Januária) 14°30'47''S,,Nativa,Jefferson Nunes,,,,,,
Anacardiaceae A1,126,A1.34,Schinus terebinthifolia,Aroeira-vermelha,,,,,,,IFNMG (Setor Bovino) - Campus Januária,,,Gustavo Brito,,,,,,
Anacardiaceae A1,127,A1.35,Anacardium occidentale L.,Caju,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,occidentale,IFNMG- Campus Januária,,Nativa,Filipi Ferreira,,,,,,
Anacardiaceae A1,128,A1.36,Anacardium occidentale L.,Cajueiro anão,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,occidentale,IFNMG Januária,,Nativa,Desconhecido,,,,,,
Anacardiaceae A1,129,A1.37,Anacardium occidentale L.,Cajueiro,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,occidentale,LAT.S 15°26'35'' e LONG.O 44°22'11'',,Nativa,Pedro Mateus Farias e Tiago Emanoel de Castro Sales,,,,,,
Anacardiaceae A1,130,A1.38,Myracrodruon urundeuva,Aroira,Anthophyta,Magnoliopsida,Sapindales,Anacardiaceae,,urundeuva,"LAT.S: 15°28'13"" e LONG.O: 44°21'55""",,Nativa,Tiago Emanoel de Castro,,,,,,
Anacardiaceae A1,131,A1.39,Anacardium occidentale L.,,,,,,,,Riacho da cruz -15.387591 -44.238003,,,Everto,,,,,,
Anacardiaceae A1,132,A1.40,Anacardium occidentale L.,,,,,,,,IFNMG - Campus Januária,,,Laressa Gomes,,,,,,
Anacardiaceae A1,133,A1. 41,Anacardium occidentale L.,,,,,,,,"Brejo do Santana (Itacarambi) 15º 0427,77",,,Reinaldo Bispo,,,,,,
Araceae A4,134,A4.1,Spathiphyllum wallisii,Lírio-da-paz,Anthophyta,Liliopsida,Arales,Araceae,,Spathiphyllum wallisii,Pedras de Maria da Cruz,,Naturalizada,Elen Perreira,,,,,,
Araceae A4,135,A4.2,Spathiphyllum wallisii Regel,Lírio-da-paz,Anthophyta,Liliopsida,Arales,Araceae,,Spathiphyllum wallisii,Comunidade de Araçá - Januaria/MG,,Naturalizada,Luyara Lorrany Alves Lima,,,,,,
Asteraceae A5,137,A5.1,Acanthospermum hirsutum DC.,Carrapicho de Carneiro,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Acanthospermum hirsutum DC.,IFNMG-Campus Januária,,Nativa,Ana Flávia Viana,,,,,,
Asteraceae A5,138,A5.2,Dahlia pinnata,Dália-vermelha,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Dahlia pinnata,Bonito de Minas,,Exótica,Juliana,,,,,,
Asteraceae A5,139,A5.3,Tridax procumbens,Erva-de-Touro,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Tridax procumbens,IFNMG-Campus Januária,,Exótica,Manuela G. de Almeida,,,,,,
Asteraceae A5,140,A5.4,Erigeron Sumatrensis,Buva,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Erigeron Sumatrensis,IFNMG-Campus Januária,,Exótica,João Vitor Março,,,,,,
Asteraceae A5,141,A5.5,Emilia fosbergi. Nicolson,Falsa Serralha,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Emilia fosbergi. Nicolson,Fazenda Lagoa Nova-Patis,,Naturalizada,Gabrylla Rocha Gusmão,,,,,,
Asteraceae A5,142,A5.6,Matricaria chamomilla L.,Camomila,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Matricaria chamomilla L.,IFNMG-Campus Januária,,Naturalizada,Vitótia de Jesus Gonsalves Lima,,,,,,
Asteraceae A5,143,A5.7,Tridax procumbens,Erva-de-Touro,Anthophyta,Magnoliopsida,Asterales,Asteraceae,,Tridax procumbens,IFNMG-Campus Januária,,Exótica,Keity Milena,,,,,,
